"Gender","Height","Weight"
"Male",72.107025915413,204.038125039021
"Male",67.0319802933961,171.732943347725
"Male",69.256722458519,173.279165164433
"Male",69.8725029290227,179.664958614565
"Male",64.805302885928,147.363350276346
"Male",65.9741449195987,177.664315615015
"Male",71.1061963061444,203.983052809861
"Male",70.6810437360309,195.985898110075
"Male",71.542832896417,204.716798447032
"Male",62.605034873978,152.726549748073
"Male",68.5562814918414,189.036497671960
"Male",71.419541743596,199.667482774619
"Male",72.717612705243,210.365361519962
"Male",67.3817728386335,179.319259045558
"Male",62.5371392122177,159.64599620432
"Male",65.7573321116953,167.667432358641
"Male",69.8055810049848,208.435223167274
"Male",64.6366312274614,162.40702669862
"Male",68.3326048406708,195.876815264353
"Male",68.1047853043503,186.908019925609
"Male",71.2201778723495,210.456504601406
"Male",72.8314344195098,206.665313669606
"Male",65.2556091498026,145.335260567609
"Male",71.5577184876743,185.905909489285
"Female",66.1992832819946,180.698317098880
"Female",62.9471972521971,123.684238635036
"Female",63.9548303820439,121.888637124568
"Female",61.5260223271191,124.882434098149
"Female",62.4570895407546,124.436526398277
"Female",66.9869801293675,155.33023439413
"Female",66.4708459825994,161.374932965809
"Female",62.8928308396335,131.130446581715
"Female",65.9785772877327,141.113930522559
"Female",65.8200234464721,155.941972817023
"Female",64.366194026362,149.660186416663
"Female",63.115267498179,127.508135982421
"Female",60.4106109489089,106.642293994736
"Female",63.7848705959536,134.228371270992
"Female",63.7560237265498,148.878322871828
"Female",64.7471479759165,124.546685632424
"Female",64.9563447510511,144.759089436304
"Female",62.7888677862447,130.071925160203
"Female",64.2466719555024,145.028015212802
"Female",68.0401433127524,161.881840823847
"Female",58.2136140977498,98.869252929314
"Female",66.8136805613258,168.597929485838
"Female",64.8425948916241,142.879180453390
"Female",64.1109153622425,134.164839382822
"Female",66.646720980068,151.445538528458
"Female",65.7867230221436,159.373921755772
"Female",63.001431689828,120.185888879339
"Female",60.4213849397397,116.101256403700
"Female",64.3933663699142,127.743307082642
"Female",63.0930940057529,137.112267429623
"Female",63.5528924997549,141.953060290094
"Female",65.7205342700544,140.024855725633
"Female",64.3225587969732,148.651472199028
"Female",66.3828699734191,150.14229914172
"Female",64.7357322605432,132.594245447223
"Female",63.3273036381936,144.273382407219
"Female",64.8857482253305,130.615848087016
"Female",60.2742338674115,106.853923912948
"Female",59.0259533939983,116.811511736994
"Female",61.1862590325358,109.582355619731
"Female",65.186934585604,135.432340852366
"Female",66.5408134231897,150.971358256648
"Female",63.4003331722617,147.604935212835
"Female",62.8234429951876,126.796977867036
"Female",65.4400923980753,146.958881516114
"Female",64.0534944330628,142.999379460173
"Female",67.1117394223513,162.604791122585
"Female",62.3437817093089,129.9661831447
"Female",66.8193480373946,149.658877299298
"Female",65.168887407263,150.717289984015
"Female",64.6194742427852,149.673123060416
"Female",65.8652442036665,155.248900282561
"Female",66.4843268376444,161.063685952681
"Female",65.8208644494043,150.946715251891
"Female",64.9606364936735,142.093483033212
"Female",62.3690613865757,141.891389096293
"Female",60.4158461005096,126.703963339534
"Female",67.0580877048592,147.797920059682
"Female",63.0861588603999,131.093121432032
"Female",62.2024039020137,133.552941693527
"Female",58.9600403939118,95.7523175393934
"Female",62.0698514461539,112.455877756539
"Female",63.7322395071576,154.655272563838
"Female",64.2547599510071,143.363850086033
"Female",60.1791124588638,97.2613127866806
"Female",64.2580677870656,122.937234881327
"Female",63.7904836171276,154.226692697846
"Female",64.7708440965374,142.835416391176
"Female",58.996286808194,107.839014995551
"Female",61.1036372750313,111.574376941137
"Female",62.2149230110556,132.555193184738
"Female",62.4214287825992,121.794344142296
"Female",60.9610388646673,109.362717070366
"Female",66.976831589091,157.611683331829
"Female",70.697142976137,194.048809246781
"Female",63.4258993749774,124.512003036883
"Female",66.0937129470602,131.150114364033
"Female",61.9704117297821,126.783071295531
"Female",66.2617947297274,156.890753383091
"Female",68.6423515362814,151.199121067480
"Female",65.5792556468706,154.804363625151
"Female",61.7446142550536,130.301967792525
"Female",65.3968000388706,149.920266849602
"Female",68.3604562440255,166.570566198547
"Female",64.553697571942,124.101735203873
"Female",64.7447821030232,143.055719915972
"Female",61.8732426235022,120.993659106835
"Female",62.9511196384657,143.288713138325
"Female",62.0327637419294,106.268782884885
"Female",66.1853443779261,157.682950391288
"Female",67.519733141364,163.490831665133
"Female",64.408825123937,139.604219139648
"Female",65.0716653479706,137.629857954212
"Female",61.5046182003953,122.286750997725
"Female",62.788759576151,120.013226214053
"Female",62.7434778192535,138.557941544823
"Female",63.290223692792,133.292934706536
"Female",62.7896653703462,132.230275678311
"Female",64.863385916734,138.484541094995
"Female",69.0342431307346,163.852461346571
